,recipe_name,description,rating,num_ratings,author
0,Low-Carb Roasted Cabbage with Cheese — Recipe — Diet Doctor,"Make your roasted green cabbage fancy with some melted mozzarella. It can be served as a low-carb side dish with meat or poultry or on its own, as a vegetarian dish, with a salad and a nice dressing.",4,3,Anne Aobadia
0,Low-Carb Cabbage Casserole - Recipe - Diet Doctor,Cabbage gets kicked up a few tasty notches in this creamy and cheesy low-carb casserole. You just found your new go-to cruciferous fix!,4.81,21,Anne Aobadia
0,Keto Garlic and Rosemary Focaccia - Recipe - Diet Doctor,Here's a simple way to bake keto garlic bread. This keto garlic and rosemary foccacia is crispy and delicious as a snack or to go with a soup.,4.97,39,Anne Aobadia
0,Low-Carb Roasted Cabbage — Recipe — Diet Doctor,"Oh sweet, affordable cabbage! We love you almost as much as a cool breeze on a hot summer’s day! Minimal prep and so tasty. Low-carb and versatile. A healthy side that goes with almost anything. It’s a guaranteed slam dunk!",4.6,10,Anne Aobadia
0,Keto Parmesan Croutons - Recipe - Diet Doctor,"Craving the crunch? You don’t need to skip the croutons any longer. Perfectly crisp and tasty, these parmesan croutons top soup or salad with legit crunch… or munch on them straight-up for a tasty keto snack!",4.6,10,Anne Aobadia
0,Keto Salami and Cheese Chips — Recipe — Diet Doctor,"Craving a crunchy, low-carb snack? We’ve got one that only takes a few minutes to prepare. Salami & cheese is quite possibly the best combination EVER! Pop this goodness in the oven and before you know it, you’ll be crunching away! #LowCarbMmmmm",4.72,18,Anne Aobadia
0,Keto Ranch Dip — Quick & Easy Recipe — Diet Doctor,"LOVE Ranch? Yes! This tangy version goes perfectly with salads, snacks, grilled meat, chicken or veggies. Get your dip right with our quick, creamy keto ranch dip recipe, and you'll never mess with that bottled stuff again.",4.87,15,Anne Aobadia
0,Low-Carb Baked Cheese — Recipe — Diet Doctor,"A perfect low-carb appetizer or snack, this baked cheese recipe is salty, tangy, and flavorful. Choose your favorite semi-firm white cheese, combined it with oil, herbs, and bell peppers, and voila!",4.75,4,Anne Aobadia
0,Low-Carb Ranch Seasoning — Recipe — Diet Doctor,"Our sugar-free Ranch spice mix is full of flavor! This recipe makes a large batch that you can always have ready to use in dressings, dips, or marinades. Also, a jar of spice mix is a wonderful gift for family and friends.",4.89,19,"Kristie Sullivan, PhD"
0,Low-Carb Zucchini Chips — Vegan Snack Recipe — Diet Doctor,"Crave the crunch of a savory snack? Then this chip's for you. Start with garden-variety zucchini and finish with a low-carb dream come true. Your kids will love them, too!",3.9,10,Anne Aobadia
0,Low-Carb Philly Cheesesteak Sandwich - Recipe - Diet Doctor,"Oh, Philly cheesesteak. How do we love thee? Let us count the ways: succulent roast beef... pillowy Oopsie bread... rich, tomatoey sauce... stretchy, melted provolone. Oh, and you’re low-carb? We love you so many ways, Philly cheesesteak. Oh. So. Many. Ways.",5,2,Anne Aobadia
0,Warm Keto Kale Salad — Easy Recipe — Diet Doctor,"Sautéed kale takes the lead in this fabulous, crispy, keto salad. Together, scrumptious blue cheese, Dijon mustard and garlic bring down the house. We give this one a standing ovation. Great as a side dish to almost any meal. Bravo!",4.44,9,Anne Aobadia
0,Low-Carb Rutabaga Curls – Vegan Recipe – Diet Doctor,"Craving onion rings or fries? Try rutabaga curls—the perfect low-carb alternative. So tasty and savory. A delicious side to meat and fish... mmmm. Let’s root, root, root for the rutabaga!",5,3,Anne Aobadia
0,Low-Carb Baked Mini Bell Peppers — Recipe — Diet Doctor,"These peppers may be tiny, but their flavor is mighty! Bursting with creamy cheese, chorizo, savory herbs and a pop of chipotle. Mmmm. Delicious AND low carb. Dig into this dish as a side, appetizer, or snack... anytime.",4.85,13,Anne Aobadia
0,Low-Carb Grilled Peaches With Whipping Cream- Recipe - Diet Doctor,Peaches! Stunning. Effortless. Celebration of summer. All of those words perfectly describe this wonderful low-carb dessert!,5,2,Anne Aobadia
0,Keto Cheese Roll-Ups - Quick Recipe - Diet Doctor,"Oh, yes. This is the fastest, simplest, most keto-lip-smacking recipe in the universe. It’s impossible to resist its savory goodness!",3.95,19,Anne Aobadia
0,Low-Carb Stuffed Cheese Mini Bell Peppers — Recipe — Diet Doctor,Delicious bite-sized low-carb snacks that are ready in minutes. Everyone – kids and adults alike – will love them! Spicy cream cheese and sweet bell peppers are the perfect family-friendly combination.,4.67,3,Anne Aobadia
0,Low-Carb Parmesan-Roasted Green Beans — Recipe — Diet Doctor,Fact: cheese makes all things better. Savory parmesan baked onto green beans. Swoon. We are not worthy of how good this is! Try this new low-carb take on your usual green beans. Guaranteed crowd pleaser!,4.75,4,Anne Aobadia
0,Keto Oven-Baked Brie Cheese - Recipe - Diet Doctor,"Elegant. Creamy. Comforting. Keto. Enjoy the magnificent flavor of warm Brie, paired with a savory blend of fresh herbs and toasted nuts. Your next cocktail party just got easier! Brie works beautifully as a dessert course, too.",4.76,17,Anne Aobadia
0,The Best Keto Lasagna - Delicious Recipe - Diet Doctor,"Lasagna rocks. That enticing flavor mash-up of creamy cheese, hearty tomato sauce, and seasoned ground beef… not to mention garlic and onions. Wait no longer. This keto version is the ultimate comfort food.",4.6,53,Anne Aobadia
0,Cheesy Mexican Keto Quesadillas (5g net carb) - Diet Doctor,"Cook up this quick and easy deliciousness ASAP. Decadent. Cheesy. And officially keto! Tasty and pretty enough to make you look like a celebrity chef. Serve them up as is or decked-out with sour cream, guacamole, and salsa.",4.55,20,Anne Aobadia
0,Keto Eggs on the Go - Quick Breakfast Recipe - Diet Doctor,"Here’s an inspiring way to take your eggs on the road! With so many ways to prepare eggs, this one ups the fun factor, with optional, creative filling choices. It's keto and egg-cellent!",4.7,10,Anne Aobadia
0,Quick & Easy Mexican Chicken with Guacamole - Recipe - Diet Doctor,"Decadence defined. Every bite oozing cheese and sweet bell pepper with a healthy kick of heat. Chicken never tasted so good. If any miraculously survives your dinner plate, your lunch box will thank you for the leftovers.",4.94,18,Anne Aobadia
0,Crispy Keto Cheese Chips (2g net carb) - Diet Doctor,Looking for a crunchy keto cheese chip to snack on or to enjoy with guacamole or dip? This two-ingredient keto cheese snack is the perfect option. We'll show you how to make these foolproof cheese chips in minutes.,4.81,32,Anne Aobadia
0,Low-Carb Oven-Baked Paprika Chicken - Recipe - Diet Doctor,"Mmmm, eureka paprika! So tasty. And so versatile! This one-pot dish is amazingly succulent. Juicy chicken nestled into hearty chunks of rutabaga with the colorful warmth of paprika will quickly become a “go to” weeknight dish! Bonus: rutabaga is as colorful as it is moderate in carbs.",4.71,7,Anne Aobadia
0,Keto Rotisserie Chicken with Béarnaise - Recipe - Diet Doctor,We’ve dressed up a simple rotisserie chicken with an amazing keto béarnaise sauce. And the best part? It comes together in a snap. Your taste buds have been waiting for this!,5,4,Anne Aobadia
0,Low-Carb Caprese Snack — Recipe — Diet Doctor,"A plate is a blank canvas begging for sights and sounds. And this caprese fills the plate with scents, colors, and you provide the sound. “Hello, gorgeous!” Try it as a side for grilled meat, as a snack, or an appetizer.",4.5,8,Anne Aobadia
0,Keto Spicy Roasted Nuts — Vegan Snacks Recipe — Diet Doctor,"Crunchy, salty, spicy, snacktasticness. These keto nuts will keep you and your guests coming back for more, and more, and more.",4.25,8,Anne Aobadia
0,Low-Carb Chocolate Mousse - Vegan Recipe - Diet Doctor,"A delicious and simple low-carb chocolate mousse, that you can make in just a few minutes! Dairy free. Freeze it and you'll have a great low-carb ice cream.",4.9,10,Anne Aobadia
0,Instant Low-Carb Raspberry Jam - Recipe - Diet Doctor,"Yes, there is such a thing as low-carb jam! And we can’t wait to tell you how to whip some up. Naturally sweet raspberries combined with chia seeds and just a pinch of vanilla create a beautifully intense spread. And guess what? It has about 10% of the carbs in regular jam.",4.88,8,Anne Aobadia
0,Keto Mozzarella-Stuffed Meatballs - Recipe - Diet Doctor,"Oooey, gooey, cheese-stuffed keto meatballs will make everyone swoon. Have plenty of napkins on hand, and be prepared to watch these keto treats disappear... they're irresistible!",4.65,17,Anne Aobadia
0,Low-Carb Flying Jacob Casserole - Recipe - Diet Doctor,"If you love chicken, curry, and a little bit of heat, you’ll love this dish! Simplicity at its finest, this twist on a Swedish classic that really satisfies.",4.89,19,Anne Aobadia
0,"Easy, Homemade Keto Garlic Bread - 1g net carb - Diet Doctor","This delicious keto bread can be served as an appetizer, a snack or as a side dish. It's crispy on the outside, soft on the inside and has a lovely flavor thanks to the garlic butter. Only 1 gram of carbs per piece.",4.73,51,Anne Aobadia
0,Low-Carb Chicken Breast with Zoodles - Recipe - Diet Doctor,"Creamy ricotta. Savory spinach. Sharp cheddar cheese. What the what? Those ingredients enveloped by tender chicken and covered with an herby tomato sauce make this dish a keeper. And by “keeper,” we mean low-carb fabulosity at its finest!",4.88,16,Anne Aobadia
0,"Flavored Water with Fruits, Berries and Herbs - Diet Doctor","Fresh, cold water—pure and beautiful. When you are in the mood for a little something extra, without added calories, we’ve got just the thing. Try elevating your water to another level by adding fruit, berries, or herbs. Refreshing, tasty and close to 0 carbs! Yes, please!",5,3,Anne Aobadia
0,Low-Carb Pancakes - Dairy & Nut-Free Recipe - Diet Doctor,Jumpstart your day in the most delicious way — these low-carb melt-in-your-mouth egg pancakes are filling and satisfying with a light coconut taste. Pair these fluffy dairy-free delights with fresh berries or melted butter on top.,4.03,32,Anne Aobadia
0,The #1 Keto Seed Crackers - Recipe - Diet Doctor,A crispy keto seed cracker with a nice nutty taste of sesame seeds. Great for breakfast as well as the evening's cheese platter.,4.88,371,Anne Aobadia
0,Low-Carb Trifle - Vegan Dessert Recipe - Diet Doctor,"Creamy. Avocado-tastic. Banana-rific. This trifle is loaded with coconut flavor, and only 8 grams of carbs per serving. How much to you want this low-carb dessert right now? Answer, a lot.",4.17,6,Anne Aobadia
0,Low-Carb Pancakes with Cream Cheese Topping — Recipe — Diet Doctor,"Let’s talk about little pancakes packed full of flavor. These low-carb stunners are loaded with creamy cheese and rich, salty pesto-ey goodness. What more could you want?",4.6,5,Anne Aobadia
0,Low-Carb Golden Granola - Vegan Breakfast Recipe - Diet Doctor,"We know what you’re thinking—there’s nothing like homemade granola! It is absolutely delicious paired with creamy, full-fat Greek yogurt or coconut cream for a low-carb breakfast... or by itself, it's grab-and-go for a filling snack later. Eat up and you’re golden!",4.67,52,Anne Aobadia
0,Low-Carb Fennel & Snow Pea Salad — Recipe — Diet Doctor,"Here’s one of our all time FAVORITE low-carb sides.  Roasted fennel is a mild, mellow delight with a hint of licorice flavor ... as sophisticated a vegetable as a smooth jazz song. Serve it up with snow peas and pumpkin seeds you’ll feel the groove!",5,2,Anne Aobadia
0,Low-Carb Salad in a Jar - Quick Lunch Recipe - Diet Doctor,Pack the salad in a jar and fill with delicious salmon or chicken and dressing for a quick low-carb lunch. Both handy and delicious!,5,5,Anne Aobadia
0,Low-Carb Chocolate Cake - Recipe - Diet Doctor,"Chocolate, pure and simple. With a little help from eggs and butter, this flourless chocolate cake never disappoints. If you can separate eggs, you can make this low-carb crowd pleaser.",4.7,20,Anne Aobadia
0,Quick & Easy Green Curry Chicken with Peanuts - Recipe - Diet Doctor,"This is a quick and easy low-carb Thai-inspired dish, perfect for any weeknight. Coconut milk, curry, and peanut butter give this sauce a rich, smooth flavor. All topped with chopped peanuts for a satisfying crunch to finish.",4.82,11,Anne Aobadia
0,Keto Baked Salmon with Lemon Butter - Recipe - Diet Doctor,"Place this keto platter on the table and watch the crowd go gaga for lemony salmon! And to guild the lily, there’s lemon butter too. Doing salmon right? Oh, yeah.",4.82,22,Anne Aobadia
0,Keto Pasta with Blue Cheese - Gluten-Free Recipe - Diet Doctor,"So luscious. So creamy. This blue cheese sauce is irresistible on homemade keto pasta. Making your own gluten-free, keto pasta may take a tiny bit of extra effort, but it really pays off in the end. Buckle-up and embrace the adventure in your kitchen!",4.2,15,Anne Aobadia
0,Low-Carb Frozen Yogurt Popsicles - Recipe - Diet Doctor,"Joyful. Oh, yes. These low-carb popsicles will make you beyond happy! They’re perfect to cool down in the summer, and a welcome riot of color in the winter.  Bonus: They’re only 5 grams of carbs per popsicle! Oh, yeah.",4.67,9,Anne Aobadia
0,Low-Carb Marinated Cauliflower – Vegan Recipe – Diet Doctor,"Here's a sure-fire way to fall in love with cauliflower. (As if you haven’t already...) Marinating makes this low-carb darling milder and nuttier.  Mmmm... for so many reasons, we can’t get enough of this!",3.5,4,Anne Aobadia
0,Low-Carb Zoodles Pasta Bolognese - Recipe - Diet Doctor,"Oh, yes, oh, yes! Hearty and savory low-carb Bolognese can be on your dinner table tonight! With a dash of umami and a hint of garlic – you want this.",4.88,26,Anne Aobadia
0,Keto Blue Cheese Butter — Recipe — Diet Doctor,"A must for blue cheese lovers! This quick and easy blue cheese butter is an excellent accompaniment to grilled vegetables, red meat or chicken. The delicious blend of sharp, salty and creamy notes will have you reaching for more.",5,5,Anne Aobadia
0,Low-Carb Berries and Whipped Cream - Recipe - Diet Doctor,The most popular low-carb dessert ever? It could be this one. A handful of berries with whipped heavy cream. It tastes delicious and takes only a few minutes to prepare.,4.88,17,Anne Aobadia
0,Keto Iced Tea - Sugar-Free Drink Recipe - Diet Doctor,"Cool, refreshing iced tea... So thirst-quenching, you won’t miss the sugar one bit! Enjoy the tang of summer year-round with this classic low-carb beverage. Make it a tall one!",4.88,8,Anne Aobadia
0,Keto Browned Butter Asparagus with Eggs - Recipe - Diet Doctor,Three of our much-loved keto foods take center stage in this tasty medley. Creamy eggs... sautéed asparagus... browned butter. Mmmmm— c’est magnifique! What a simple way to enjoy a sophisticated appetizer or breakfast!,4.57,7,Anne Aobadia
0,Keto Meat Pie with Cheese & Crust (6g carb) - Diet Doctor,"Keep everyone happy with this satisfying, cheese-topped keto masterpiece. Meat pie may be a little old-school, but it’s time to rediscover its deliciousness. Any cook can get rave reviews with this easy-to-follow recipe.",4.81,73,Anne Aobadia
0,Keto Lemon and Dill Butter — Recipe — Diet Doctor,"In this spread, the heavenly flavors of lemon and dill work their magic on creamy butter. Enjoy with tons of dishes... from fish and poultry to meat and veggies. Spread it on as thick as you want, and prepare for the instant yum factor.",5,4,Anne Aobadia
0,Low-Carb Salty Chocolate Treat - Recipe - Diet Doctor,"Chocolatey. Coconut-tastic. Seed-a-rific. Oh, yes. We went there with this recipe. Dark chocolate with tons of nuts and seeds, makes a fantastic low-carb snack!",4.38,8,Anne Aobadia
0,Low-Carb Artichokes with Whipped Lemon Butter — Recipe — Diet Doctor,"Fresh artichokes are the perfect spring vegetable — we LOVE them every way... especially the hearts!  But this recipe is the ultimate keeper. Melty, lemony, buttery goodness on every artichoke leaf.",5,2,Anne Aobadia
0,Keto Whipped Lemon Butter — Recipe — Diet Doctor,Simple meets delicious. Whip up the perfect combo of two of life's blessings... butter and lemon. Then put some on any dish that could use an upgrade.,5,2,Anne Aobadia
0,Low-Carb Chia Pudding - Vegan Recipe - Diet Doctor,"This sweet, low carb chia pudding is wonderful for breakfast - or a snack or dessert. Prepare the night before; that way, in the morning, you are all set. The proof is in the pudding!",4.46,39,Anne Aobadia
0,Low-Carb Blueberry Smoothie - Dairy Free Recipe - Diet Doctor,"This is the perfect on-the-go, easy-peasy, low-carb breakfast. Fresh, flavorful blueberries meet their match when combined with coconut milk, lemon juice and vanilla. Make a big batch for the whole family to enjoy! Divine!",4.8,35,Anne Aobadia
0,Keto Hot Dog Buns - Dairy-Free Recipe - Diet Doctor,"Did you think you'd have to say no to hot dogs just because you're eating keto? No, here are some wonderful buns with just 1 g carbs a piece. Compare that to regular hot dog buns with about 20 g of carbs each!",4.92,13,Anne Aobadia
0,Keto Buttercream with Cinnamon & Vanilla - Recipe - Diet Doctor,"Pure vanilla love. Amazing buttercream flavor. Fabulous creaminess. This keto buttercream will make you reach for your favorite dessert, and guild the lily of flavortown!",5,6,Anne Aobadia
0,Keto Steak Minute Roulades with Cheese - Recipe - Diet Doctor,"Let’s talk amazing keto steak deliciousness! Flavorful meat wrapped with cheese, and served over softened leeks and mushrooms. We’re taking weeknight meals up a notch! Don’t forget the herb butter.",4.83,6,Anne Aobadia
0,Low-Carb Strawberry Smoothie - Vegan Recipe - Diet Doctor,"Sometimes you just crave a smoothie... and this recipe meets all the mouthwatering requirements. Fresh strawberries, coconut milk, and hints of vanilla and lime. Mix up a big batch for the whole family. Super easy to grab-and-go on a busy morning!",4.83,18,Anne Aobadia
0,Vegetarian Low-Carb Cauliflower Pizza - Recipe - Diet Doctor,"Well, hello, earth goddess! This vegetarian low-carb pizza has a delicate flourless crust made from cauliflower, mozzarella cheese, and eggs - topped with a tangy tomato sauce, mild cheese blend, crunchy artichokes, and fresh herbs. One bite, and you'll be sent straight to heaven.",4.54,13,Anne Aobadia
0,Low-Carb Mussel Chowder - Recipe - Diet Doctor,Do you love flavorful and creamy soups? Do you love mussels? O.M.G. you’re going to LOVE this low-carb soup. It’s irresistible!,4,4,Anne Aobadia
0,Low-Carb Banana Waffles - Dairy-Free Recipe - Diet Doctor,"Love waffles? Adore bananas? Waffles + bananas = perfection! Why not try these delicious, dairy-free waffles for dessert.",4.9,20,Anne Aobadia
0,Chocolate & Hazelnut Spread - Healthy Nutella Recipe - Diet Doctor,"This sugar-free ""Nutella-inspired"" chocolate and hazelnut spread is incredibly rich and creamy. Enjoy it as a luscious dip for fresh strawberries or a topping for pancakes, waffles, or ice cream.",5,5,Jill Wallentin
0,Low-Carb Poppy-Seed Bread - Recipe - Diet Doctor,"A filling sandwich with a delicious low-carb bread with cottage cheese and poppy seeds, easy to make. Top with leafy greens and a chicken curry salad!",5,4,Anne Aobadia
0,Keto Fish Casserole with Mushrooms & Mustard - Recipe - Diet Doctor,"So hearty. So satisfying. And so simple to make. If you love fish, mushrooms, and creamy, rich sauces, be prepared to fall head over heels in love with this amazing keto casserole.",4.7,20,Anne Aobadia
0,Butter Coffee - The Best Keto Coffee Recipe - Diet Doctor,"What is bulletproof coffee, you ask? Quite simply, it's coffee mixed with butter and oil to help you feel satiated, alert, and focused to start your day.   A few sips of this piping hot keto coffee emulsion, and you’ll be ready to take on the world.",4.54,81,Anne Aobadia
0,Classic Keto Hamburger with Bacon - Recipe - Diet Doctor,"Have it your way — keto and delicious! Throw together homemade keto buns and enjoy a classic hamburger, complete with all the fixings! Don't forget the bacon...",4.91,22,Anne Aobadia
0,Keto Cheesy Bread Twists - Recipe (Video) - Diet Doctor,"These decadent, cheesy twists are full of yummy pesto flavor. Mozzarella meets bright herbs with the satisfying, golden bread-like crust. Bite into these for a quick keto snack or a perfect side dish with dinner. Or serve up as a platter of keto appetizers at your next cocktail party.",4.74,35,Anne Aobadia
0,Low-Carb Cauliflower Pizza - Recipe (Video) - Diet Doctor,"This vegetarian low-carb pizza really hits the spot – whether it’s a weeknight meal or a dinner party with friends. Who doesn’t love the salty tang of olives and bite of fresh green peppers topping a cheesy, delicious sauce and hearty crust? Yum!",4.83,23,Anne Aobadia
0,Best Keto Bread - #1 Keto Bread Recipe (Video) - Diet Doctor,"Smear with butter, and you will think you are eating the real thing! Maria Emmerich's keto bread sports a pleasing crispy crust with a soft, moist center. It’s bread — you know what to do. Savor it warm, straight out of the oven, or freeze, defrost, and toast to perfection…",4.67,1037,Maria Emmerich
0,Flavored Olive Oil with Fresh Lemon and Herbs — Recipe — Diet Doctor,"Delicious. Healthy beyond compare. Enhances any dish. You guessed it... olive oil! Flavor your oil with fresh lemon, savory herbs, or heady garlic. Or get creative and try out another spice you love. Mmmm. Bonus: it looks pretty, too!",5,3,Anne Aobadia
0,Keto Buffalo Drumsticks with Chili Aioli - Recipe - Diet Doctor,"These baked buffalo chicken drumsticks are delicious and crispy, without frying! Perfect as a keto game day snack or a meal together with some leafy greens. Served with spicy garlic, chili aioli, this duo will delight the whole crew.",4.73,11,Anne Aobadia
0,Keto Fat Bombs with Cinnamon and Cardamom - Recipe - Diet Doctor,"Small, but delicious. With familiar flavors of vanilla, cinnamon and cardamom, this is the perfect keto snack and goes great with a cup of coffee or tea.",4,12,Anne Aobadia
0,Keto Chorizo with Creamed Green Cabbage - Recipe - Diet Doctor,"Spicy chorizo paired with creamy cabbage? Yes, please! This tasty and low-carb combination of the two is topped off with a lemony gremolata for a kiss of citrus flavor.",4.56,9,Anne Aobadia
0,Best Keto Carbonara with Zoodles - Recipe - Diet Doctor,"Zucchini noodles or zoodles are more than just an “alternative” to regular pasta – they’re a culinary treat! With all the creamy textures and crispy-bacon crunch of the Italian classic, this quick and satisfying keto recipe hits all the right notes.",4.68,57,Anne Aobadia
0,Keto Tortilla with Beef and Salsa - Recipe - Diet Doctor,"Treat yourself to a lovely meat-and-cheese-filled tortilla. With your own homemade keto bread and spice mix this Mexican favorite will not only be healthful, but also delicious!",4.81,37,Anne Aobadia
0,Baked Celery Root with Gorgonzola - Recipe - Diet Doctor,"Earthy and bright celery root, with salty gorgonzola, rich hazelnuts and sautéed mushrooms? Yes. Yes. Yes. Yes. There’s nothing about this deliciously simple low-carb appetizer that you, and your guests, won’t adore! The taste combinations are to die for.",5,7,Anne Aobadia
0,Low-Carb Chocolate & Peanut Squares — Recipe — Diet Doctor,"Wow… Just wow. Chocolate and peanut butter are meant for each another. Here, they’re presented in perfect harmony with some toasted nuts on top for crunchiness!",4.78,27,Anne Aobadia
0,Low-Carb Brussels Sprout Salad – Vegan Recipe – Diet Doctor,Simple. Flavorful. Fresh. Brussels sprouts are enhanced with a crispy almond and seed mixture and zesty lemon dressing. Mmmm... crunch!,4.83,6,Anne Aobadia
0,Low-Carb Rutabaga Wedges – Vegan Recipe – Diet Doctor,"Rutabaga wedges: the PERFECT antidote to those pesky French fry cravings. Healthy, simple and low carb... an amazing alternative to potatoes. Spice them up any way you like. Trust us, these are addictively good!",5,2,Anne Aobadia
0,Keto Kohlslaw — Vegetarian Recipe — Diet Doctor,"Kohlrabi may look like an alien spacecraft... but don’t let it scare you. This versatile veggie is wonderfully low carb and chock full of vitamins. Slice it up and enjoy a quick and easy slaw that is light, refreshing and crisp.",5,2,Anne Aobadia
0,Low-Carb Thai Chicken with Satay Sauce - Recipe - Diet Doctor,"A wonderful Thai classic made low carb. Its main star is the peanut-butter sauce, also known as satay sauce. Super popular with kids because of the sweetness from the peanuts.",4.94,16,Anne Aobadia
0,Keto Naan Bread with Garlic Butter - Recipe –- Diet Doctor,"We like to pair our Indian food dishes with cauliflower rice to keep things low carb, but one thing is still missing... naan bread! With this easy-to-follow recipe and video, you can make your own keto egg-free version of naan bread.",4.22,37,Anne Aobadia
0,Keto Fish with Beets and Cheese - Recipe - Diet Doctor,"Everything about the combination of salty cheese, earthy beets, and mild fish is just right. Combine that with our amazing herb butter, and wow. This is a dish that redefines “delicious amazingness.”",5,3,Anne Aobadia
0,Low-Carb Spicy Almond & Seed Mix Vegan Snack - Diet Doctor,Spicy almond and seed mix with a touch of fennel/cumin. Great as a snack or as a topping for salads and soups. Guaranteed to be additive free.,4.88,8,Anne Aobadia
0,Low-Carb Cauliflower Cheese - Recipe - Diet Doctor,Hey... wait. There's broccoli in my cauliflower? Yes. Experience this creative combo that delivers low-carb deliciousness like no other. You won’t be disappointed!,4.74,54,Anne Aobadia
0,Low-Carb Creamed Green Cabbage — Recipe — Diet Doctor,"Easy. Soft. Goes with everything. This smooth, creamy low-carb side dish is so adaptable, you can make a double batch and enjoy it all week. Why not?",5,14,Anne Aobadia
0,Judy's Low-Carb N'Oatmeal - Vegan Breakfast Recipe - Diet Doctor,"This recipe came from one of our lovely members - Judy. She was kind enough to share her awesome version of oatmeal with us — and it was so tasty, we had to let you in on it. Low-carb breakfast deliciousness at its best!",3.88,32,Anne Aobadia
0,Keto Chicken Garam Masala - Indian Recipe - Diet Doctor,"Meet your new favorite spice blend! Garam masala makes every meal sing with earthy, aromatic, and complex flavors. Throw in silky coconut cream, sweet bell peppers and chicken, and you’ll want to make this keto dish over, and over, again. And then over again!",4.79,42,Anne Aobadia
0,Classic Keto Béarnaise Sauce — Recipe — Diet Doctor,Béarnaise sauce is to steak as peanut butter is to jelly. Only way more elegant. Try our take on this classic sauce with the “golden touch.” It makes grilled fish or eggs craveworthy.,4.8,5,Anne Aobadia
0,Keto Tortilla Pizza - Quick & Easy Recipe - Diet Doctor,"These mouthwatering mini-pizzas are as big on flavor as they are low in carbs. In just a few minutes, you’ll be snacking on a cheezy pizza loaded with classic pizza flavors.",4.73,15,Anne Aobadia
0,Low-Carb Saffron Fish Soup with Aioli - Recipe - Diet Doctor,"This light and flavorful soup is deliciousness defined. Fennel and saffron make the base for this scrumptious meal – and the aioli provides a kiss of creaminess. Hello, gorgeous!",5,6,Anne Aobadia
0,Keto Oven-Baked Chicken in Garlic Butter - Recipe - Diet Doctor,"Simple, amazing, garlicky elegance doesn’t get easier than this! Juicy and tender chicken with buttery garlic goodness will become a new Sunday staple.",5,7,Anne Aobadia
0,Satay Sauce — Low-Carb Peanut Butter Recipe — Diet Doctor,"Here's a wonderful low-carb peanut-butter sauce recipe, also known as satay sauce. It's very popular with kids because of the creamy sweetness of the peanuts.",5,5,Anne Aobadia
0,Keto Salmon with Pesto and Spinach - Recipe - Diet Doctor,"How much do you love both pesto and salmon? If the answer is “more than pretty much anything in the world,” then this is the recipe for you! Bonus: It’s fast, keto, and gorgeous. What more can you want?",4.84,19,Anne Aobadia
0,Keto Cauliflower Soup with Pancetta - Recipe - Diet Doctor,"No time? No problem. This soup proves that keto food can be just as quick and easy as it is deeply satisfying. A silky, creamy soup topped with the salty crunch of fried pancetta, cauliflower and nuts. Who knew fast food could be so luxurious?",4.73,26,Anne Aobadia
0,Low-Carb Butter-Fried Cabbage — Recipe — Diet Doctor,"It's not your grandmother's boiled cabbage leaves. Shredded green cabbage gets a low-carb upgrade with plenty of butter for flavor and heft. If you can stir over medium heat, you can make this foolproof everyday favorite!",4.83,23,Anne Aobadia
0,Keto Bacon-Wrapped Meatloaf - Recipe - Diet Doctor,"What’s more comforting and satisfying than meatloaf? How about meatloaf wrapped in bacon, seasoned perfectly, and dowsed with a rich, creamy gravy? Yep. I think that’ll do. That’ll do just fine.",4.92,59,Anne Aobadia
0,Low-Carb Oxtail Stifado Stew - Recipe - Diet Doctor,"Next stop? Flavortown! This stew is slow-simmered to bring out every ounce of goodness from the meat and vegetables. It’s savory with a hint of sweetness, and your taste buds are going to do a happy dance.",5,1,Birgitta Höglund
0,Keto Cured Salmon with Scrambled Eggs - Recipe - Diet Doctor,"Breakfast superstars shine in this light, simple meal. Perfectly seasoned scrambled eggs with a side of apple-cured salmon — a flavorful, nutritious breakfast made easy! Get out your whisk and partake ASAP!",4.88,8,Birgitta Höglund
0,Keto Cheese & Ham Breakfast Sandwich - Recipe - Diet Doctor,This sandwich is the ultimate in inventiveness. Scrumptious cheese and sizzling ham and eggs unite to form a stand-out keto sandwich — minus the bread! Ingenious!,4.64,25,Anne Aobadia
0,Chili-Flavored Béarnaise Sauce — Recipe — Diet Doctor,"As an alternative to the classic béarnaise sauce with tarragon, here's a wonderful alternative with chili. Especially delicious with grilled pork and chicken!",5,2,Anne Aobadia
0,Keto Turkey with Cream-Cheese Sauce - Recipe - Diet Doctor,This keto dinner’s elegance begins with its simplicity. Turkey combined with capers and cheese sauce all bring their own unique flavors to the party. Use this recipe as a starting point and let your imagination run wild!,4.75,8,Anne Aobadia
0,Keto Pulled Pork Afelia - Slow-Cooker Recipe - Diet Doctor,"If you love pork, we guarantee this is going to be one of your favorites. This keto pork dish is loaded with coriander, sweet and savory cinnamon, and deep-bodied wine. So tender that you can pull the pork apart with two forks in a nanosecond, and have it on the platter in the blink of an eye.",5,5,Birgitta Höglund
0,Keto Western Omelet - Breakfast Recipe - Diet Doctor,"Fluffy, cheesy, egg goodness – this keto take on the classic omelet is even better than what they serve up at the diner! Bursting with tasty ham, peppers and onion, it’s the ultimate combo – whether it’s breakfast, lunch, or dinner.",4.74,23,Anne Aobadia
